id,code,name,price,up_down_rate,up_down,up_rate,change_rate,quantity_rate,amplitude_rate,transaction,circulating,circulation_market,pe_ratio
737,301157,华塑科技,47.75,3.44,1.59,0.04,5.42,1.07,3.96,3829.21万,1500.00万,7.16亿,114.66
738,301026,浩通科技,30.37,3.44,1.01,-0.03,1.42,1.06,4.63,2352.62万,5574.58万,16.93亿,31.96
739,300413,芒果超媒,27.39,3.44,0.91,0.04,0.81,1.09,4.38,2.24亿,10.22亿,279.84亿,20.48
740,688981,中芯国际,51.2,3.43,1.7,-0.12,1.43,1,3.98,14.25亿,19.74亿,1010.49亿,67.85
741,600837,海通证券,10.24,3.43,0.34,0.1,0.64,1.66,3.84,5.71亿,88.73亿,908.63亿,17.47
742,301107,瑜欣电子,31.94,3.43,1.06,0.13,4.62,1.2,3.66,3051.45万,2090.74万,6.68亿,30.31
743,301153,中科江南,59.35,3.43,1.97,-0.03,1.42,1.11,4.44,9592.75万,1.14亿,67.88亿,54.56
744,688557,兰剑智能,35.91,3.43,1.19,-0.03,1.37,1.41,5.16,2129.29万,4416.18万,15.86亿,24.61
745,688155,先惠技术,43.78,3.43,1.45,-0.02,0.49,0.8,4.13,1161.18万,5488.03万,24.03亿,293
746,300645,正元智慧,26.28,3.42,0.87,-0.04,1.04,1.76,4.29,3774.96万,1.40亿,36.89亿,160.34
747,689009,九号公司-WD,35.06,3.42,1.16,-0.03,1.04,2.14,5.43,1.86亿,5.12亿,179.40亿,56.54
748,688681,科汇股份,14.81,3.42,0.49,0.2,1.31,1.27,5.45,1273.29万,6699.17万,9.92亿,亏损
749,3032,传智教育,11.79,3.42,0.39,0,3.34,1.64,4.39,6635.54万,1.71亿,20.13亿,30.78
750,688631,莱斯信息,35.07,3.42,1.16,0.17,3.15,1.77,5.31,3665.37万,3354.31万,11.76亿,亏损
751,600839,四川长虹,4.84,3.42,0.16,0,10.26,1.3,5.98,22.49亿,46.15亿,223.36亿,55.25
752,603009,北特科技,7.26,3.42,0.24,0.14,3.06,1.08,4.13,7426.62万,3.38亿,24.57亿,69.28
753,300354,东华测试,39.32,3.42,1.3,0.1,0.58,0.69,5.26,1788.29万,7996.71万,31.44亿,60.42
754,688316,青云科技-U,54.83,3.41,1.81,0.11,7.72,1.63,4,1.51亿,3593.05万,19.70亿,亏损
755,603032,德新科技,23.33,3.41,0.77,0,1.9,1.17,4.21,9938.27万,2.28亿,53.22亿,19.76
756,688663,新风光,27.28,3.41,0.9,0,1.85,0.99,4.06,4310.99万,8642.04万,23.58亿,24.44
757,605136,丽人丽妆,10.61,3.41,0.35,0,2.5,1.5,4.48,5126.35万,1.96亿,20.81亿,亏损
758,688696,极米科技,123.78,3.41,4.08,0.18,0.8,1.16,4.82,4444.27万,4567.05万,56.53亿,46.72
759,300602,飞荣达,17.9,3.41,0.59,0,3.6,1.12,4.28,2.03亿,3.19亿,57.06亿,1287.31
760,300474,景嘉微,70.12,3.41,2.31,-0.2,2.2,1.46,4.22,5.02亿,3.29亿,230.61亿,亏损
761,603106,恒银科技,7.59,3.41,0.25,0.13,10.14,2.23,5.18,3.96亿,5.21亿,39.51亿,亏损
762,300165,天瑞仪器,5.77,3.4,0.19,0.17,2.37,1.49,4.12,5399.35万,4.00亿,23.09亿,321.12
763,600406,国电南瑞,22.78,3.4,0.75,0.09,0.3,1.2,3.31,5.39亿,79.69亿,1815.32亿,36.61
764,688148,芳源股份,9.12,3.4,0.3,0.11,1.26,1.2,3.63,4402.77万,3.87亿,35.26亿,亏损
765,301386,未来电器,26.45,3.4,0.87,0.04,5.7,1.13,3.83,4955.99万,3319.50万,8.78亿,44.76
766,2579,中京电子,8.82,3.4,0.29,0.11,2.36,1.4,4.46,1.20亿,5.82亿,51.36亿,亏损
767,688003,天准科技,38.01,3.4,1.25,0,0.41,1.2,4.79,2961.89万,1.92亿,73.04亿,857.94
768,300844,山水比德,40.18,3.4,1.32,0,11.28,1.28,5.43,7515.71万,1676.00万,6.73亿,亏损
769,628,高新发展,15.22,3.4,0.5,-0.07,2.64,2.26,4.48,7669.45万,1.92亿,29.23亿,28.73
770,601019,山东出版,9.15,3.39,0.3,0.22,0.37,0.83,4.18,7034.96万,20.87亿,190.95亿,10.68
771,688307,中润光学,30.2,3.39,0.99,0.13,3.99,1.07,4.52,2272.70万,1906.66万,5.76亿,184.22
772,301428,世纪恒通,39.08,3.39,1.28,-0.05,8.11,1.24,4.39,7345.05万,2339.51万,9.14亿,45.88
773,603036,如通股份,10.69,3.38,0.35,-0.09,0.8,1.11,3.58,1738.54万,2.06亿,22.02亿,31.15
774,2291,遥望科技,9.47,3.38,0.31,0,3.24,1.46,4.58,2.67亿,8.78亿,83.10亿,亏损
775,688728,格科微,15.58,3.38,0.51,2.77,0.41,0.54,4.58,6941.65万,11.14亿,173.59亿,亏损
776,601696,中银证券,11.62,3.38,0.38,0,1.74,1.54,4.09,5.54亿,27.78亿,322.80亿,25
777,600088,中视传媒,12.85,3.38,0.42,0.08,1.63,1.1,4.5,8209.02万,3.98亿,51.11亿,8.39
778,300271,华宇软件,9.19,3.38,0.3,0,1.35,1.48,4.72,9867.81万,8.02亿,73.69亿,亏损
779,300996,普联软件,23.89,3.38,0.78,-0.04,1.13,1.24,4.11,3180.28万,1.19亿,28.53亿,亏损
780,300166,东方国信,11.03,3.37,0.36,0,8.4,1.11,5.34,8.41亿,9.19亿,101.41亿,93.78
781,871478,巨能股份,15.02,3.37,0.49,0,3.5,0.91,3.17,1033.17万,1980.00万,2.97亿,33.76
782,300682,朗新科技,19.62,3.37,0.64,0,0.58,1.11,4.64,1.19亿,10.61亿,208.13亿,124.55
783,300583,赛托生物,18.4,3.37,0.6,0,1.14,0.99,4.27,3452.88万,1.67亿,30.73亿,29.1
784,833575,康乐卫士,15.65,3.37,0.51,0,0.17,2.26,4.42,346.19万,1.34亿,20.93亿,亏损
785,300640,德艺文创,6.14,3.37,0.2,0.16,2.62,1.56,4.38,3496.12万,2.20亿,13.48亿,144.35
786,2232,启明信息,14.74,3.37,0.48,0,1.43,1.01,4.21,8471.53万,4.09亿,60.22亿,67.59
787,2670,国盛金控,9.83,3.37,0.32,0.1,3.06,1.21,4.63,4.84亿,16.23亿,159.58亿,96.03
788,301307,美利信,34.41,3.36,1.12,-0.09,9.99,0.47,5.77,1.59亿,4695.44万,16.16亿,29.94
789,300307,慈星股份,7.07,3.36,0.23,0.14,3.21,1.3,3.95,1.74亿,7.72亿,54.56亿,28.88
790,300151,昌红科技,14.45,3.36,0.47,0,1.12,1.38,3.93,5115.00万,3.21亿,46.37亿,90.37
791,300195,长荣股份,6.15,3.36,0.2,0.16,1.6,1.24,3.87,3042.65万,3.13亿,19.28亿,234.22
792,688237,超卓航科,46.16,3.36,1.5,0,1.3,1.65,4.95,1796.14万,3046.99万,14.06亿,75.25
793,688478,晶升股份,44.38,3.35,1.44,-0.02,6.06,1.3,5.36,7638.14万,2858.51万,12.69亿,203.5
794,603327,福蓉科技,12.33,3.35,0.4,-0.08,0.53,1.57,4.86,4332.40万,6.78亿,83.56亿,26.02
795,300484,蓝海华腾,12.02,3.35,0.39,-0.08,1.25,0.95,3.52,2385.55万,1.60亿,19.25亿,70.62
796,603881,数据港,20.67,3.35,0.67,0,1.55,1.29,4.5,1.46亿,4.60亿,95.18亿,69.32
797,301011,华立科技,21.6,3.35,0.7,-0.05,6.75,0.91,6.65,1.12亿,7826.18万,16.90亿,90.66
798,2851,麦格米特,29.98,3.34,0.97,0.13,0.63,1.21,4.24,7633.40万,4.13亿,123.69亿,19.22
799,300276,三丰智能,3.71,3.34,0.12,0.27,1.6,1.06,3.9,5811.87万,9.93亿,36.82亿,76.22
800,300901,中胤时尚,10.24,3.33,0.33,0.1,2.26,0.89,3.83,2787.94万,1.22亿,12.46亿,60.18
801,300718,长盛轴承,18,3.33,0.58,0.22,1.27,1.27,4.3,4312.40万,1.91亿,34.33亿,22.71
802,688028,沃尔德,20.81,3.33,0.67,-0.05,0.79,0.81,4.22,2214.48万,1.37亿,28.52亿,42.45
803,300709,精研科技,22.06,3.33,0.71,-0.05,2.57,1.19,3.75,8358.22万,1.49亿,32.84亿,亏损
804,301359,东南电子,25.48,3.33,0.82,-0.12,3.91,0.99,4.14,2115.97万,2146.00万,5.47亿,66.61
805,688305,科德数控,76.75,3.33,2.47,0.01,1.38,0.9,3.39,5156.07万,4922.53万,37.78亿,75.13
806,1212,中旗新材,25.18,3.32,0.81,0.04,2.29,1.57,4.23,3123.85万,5481.61万,13.80亿,38.67
807,688582,芯动联科,37.93,3.32,1.22,0.16,4.95,1.21,5.04,8548.71万,4607.24万,17.48亿,185.54
808,688077,大地熊,25.19,3.32,0.81,0.16,1.03,0.86,3.69,1927.75万,7557.59万,19.04亿,亏损
809,2150,通润装备,14,3.32,0.45,0,1.15,1.21,3.69,5634.93万,3.55亿,49.67亿,111.09
810,688244,永信至诚,54.17,3.32,1.74,-0.04,4.26,1.11,4.58,3372.16万,1472.84万,7.98亿,亏损
811,688105,诺唯赞,28.33,3.32,0.91,-0.07,0.67,1.05,4.19,3106.97万,1.67亿,47.22亿,亏损
812,600756,浪潮软件,14.65,3.31,0.47,0,1.57,1.57,3.81,7368.86万,3.24亿,47.48亿,亏损
813,300912,凯龙高科,18.4,3.31,0.59,0,3.17,0.83,4.21,3544.79万,6159.29万,11.33亿,151.86
814,300951,博硕科技,44.92,3.31,1.44,-0.05,1.4,1.3,4.42,3526.34万,5719.98万,25.69亿,24.18
815,1336,楚环科技,25.9,3.31,0.83,-0.04,4.64,1.7,5.22,3390.39万,2855.73万,7.40亿,46.29
816,301135,瑞德智能,24.67,3.31,0.79,0,1.87,1.15,3.94,2251.65万,4945.70万,12.20亿,69.3
817,301020,密封科技,20.31,3.31,0.65,0.05,1.06,1.12,3.71,1549.32万,7292.18万,14.81亿,35.96
818,600421,华嵘控股,10,3.31,0.32,0,0.59,1.27,4.75,1150.73万,1.96亿,19.56亿,亏损
819,551,创元科技,9.69,3.31,0.31,0,0.92,1.02,4.16,3520.59万,4.00亿,38.77亿,21.81
820,688265,南模生物,40.34,3.3,1.29,0.1,0.32,0.9,4.41,617.34万,4867.95万,19.64亿,亏损
821,688128,中国电研,20.66,3.3,0.66,0,0.54,1.56,4.55,4451.62万,4.04亿,83.57亿,22.59
822,300716,泉为科技,12.52,3.3,0.4,0.08,1.2,1.02,4.37,2368.97万,1.60亿,20.03亿,亏损
823,300407,凯发电气,8.47,3.29,0.27,0.12,1.62,1.05,3.42,3061.25万,2.26亿,19.13亿,39.73
824,2348,高乐股份,3.45,3.29,0.11,0.29,0.85,1.33,4.19,2596.06万,8.89亿,30.67亿,亏损
825,830799,艾融软件,8.16,3.29,0.26,0,0.78,1.29,4.05,738.25万,1.18亿,9.59亿,36.4
826,2961,瑞达期货,16.32,3.29,0.52,0.06,0.81,1.01,4.56,5852.31万,4.45亿,72.63亿,30.95
827,1236,弘业期货,12.56,3.29,0.4,0.16,1.71,1.51,3.62,6923.00万,3.26亿,41.00亿,888.01
828,2671,龙泉股份,4.71,3.29,0.15,0,2.5,2.31,4.17,6457.54万,5.54亿,26.08亿,502.1
829,2730,电光科技,8.79,3.29,0.28,0.23,1.03,1.19,3.76,3090.15万,3.46亿,30.42亿,32.77
830,688200,华峰测控,131.38,3.29,4.18,0,0.57,1.03,5.11,1.00亿,1.35亿,177.83亿,55.13
831,2270,华明装备,12.26,3.29,0.39,0.16,0.95,1.47,4.3,8706.37万,7.59亿,93.08亿,19.15
832,300393,中来股份,11,3.29,0.35,0.18,1.1,1.42,3.29,1.14亿,9.54亿,104.92亿,25.35
833,2199,东晶电子,8.18,3.28,0.26,0,2.03,1.27,3.79,3987.45万,2.43亿,19.91亿,亏损
834,603070,万控智造,16.68,3.28,0.53,0,2.32,1.5,3.9,3087.07万,8108.60万,13.53亿,39.42
835,600318,新力金融,6.61,3.28,0.21,0.15,2.3,1.52,4.53,7707.13万,5.13亿,33.89亿,71.46
836,831152,昆工科技,18.26,3.28,0.58,0,0.15,0.55,4.41,234.15万,8311.23万,15.18亿,96.52
837,2534,西子洁能,12.91,3.28,0.41,0,0.51,1.27,3.44,4698.20万,7.30亿,94.23亿,162.66
838,2031,巨轮智能,3.78,3.28,0.12,0,6.59,2.06,4.64,4.84亿,19.72亿,74.53亿,478.66
839,600621,华鑫股份,11.98,3.28,0.38,0,2.62,2.15,4.14,3.29亿,10.61亿,127.10亿,38.25
840,300795,米奥会展,33.77,3.27,1.07,0.09,1.01,1.4,4.19,2910.68万,8651.45万,29.22亿,33.59
841,301012,扬电科技,21.8,3.27,0.69,0,1.29,0.83,4.12,2073.27万,7518.00万,16.39亿,亏损
842,300626,华瑞股份,9.48,3.27,0.3,0,1.31,1.35,3.49,2187.52万,1.77亿,16.81亿,404.89
843,688588,凌志软件,12.65,3.27,0.4,0.08,1.09,1.25,4.49,5423.58万,4.00亿,50.60亿,51.84
844,301368,丰立智能,44.92,3.26,1.42,0,14.25,1.07,4.32,1.80亿,2839.83万,12.76亿,133.5
845,300443,金雷股份,27.55,3.26,0.87,-0.04,1.73,1.51,3.64,8666.79万,1.84亿,50.80亿,22.34
846,3029,吉大正元,21.53,3.26,0.68,-0.09,4.1,1.77,6,9913.49万,1.13亿,24.41亿,亏损
847,2329,皇氏集团,6.02,3.26,0.19,0,2.02,1.57,3.94,7074.29万,5.88亿,35.38亿,12.29
848,2364,中恒电气,7.29,3.26,0.23,0.14,1.17,1.33,3.68,4723.70万,5.58亿,40.69亿,188.61
849,300054,鼎龙股份,20.95,3.25,0.66,0.19,0.75,1.05,3.65,1.13亿,7.31亿,153.11亿,102.79
850,300638,广和通,19.36,3.25,0.61,0.05,1.92,1.18,4.05,1.81亿,4.93亿,95.38亿,24.55
851,301345,涛涛车业,48.93,3.25,1.54,-0.04,2.95,1.27,3.73,3595.84万,2529.62万,12.38亿,19.89
852,688380,中微半导,24.46,3.25,0.77,-0.12,1.52,1.14,4.69,3831.32万,1.05亿,25.64亿,184.49
853,300663,科蓝软件,13.98,3.25,0.44,0,2.9,1.85,3.99,1.62亿,4.03亿,56.40亿,亏损
854,601995,中金公司,38.15,3.25,1.2,0.08,1.4,1.65,3.57,4.91亿,9.30亿,354.65亿,25.86
855,300789,唐源电气,23.23,3.24,0.73,-0.09,2.15,0.93,5.07,3694.10万,7495.68万,17.41亿,27.83
856,300380,安硕信息,25.78,3.24,0.81,0.04,5.83,1.49,3.4,1.85亿,1.25亿,32.12亿,亏损
857,600026,中远海能,14.02,3.24,0.44,0,1.35,1.99,2.5,6.51亿,34.75亿,487.16亿,11.92
858,301046,能辉科技,26.13,3.24,0.82,0,2.36,1.44,3.12,3601.53万,5899.19万,15.41亿,335.35
859,688052,纳芯微,121.76,3.24,3.82,0,1.25,1,4.7,1.22亿,8177.85万,99.57亿,亏损
860,603125,常青科技,32.84,3.24,1.03,0,10.62,1.42,5.41,1.62亿,4717.41万,15.49亿,28.9
861,603711,香飘飘,16.9,3.24,0.53,-0.24,0.31,1.21,4.58,2117.12万,4.11亿,69.42亿,亏损
862,300879,大叶股份,16.59,3.24,0.52,0.06,0.79,1.09,3.67,2065.04万,1.60亿,26.54亿,104.64
863,688569,铁科轨道,33.51,3.23,1.05,0,0.99,1.28,3.57,4320.45万,1.32亿,44.12亿,15.79
864,300653,正海生物,31.28,3.23,0.98,0,1.29,1.01,5.05,7110.58万,1.80亿,56.30亿,25.63
865,600745,闻泰科技,44.7,3.23,1.4,0.07,0.89,1.33,3.83,4.87亿,12.43亿,555.54亿,22.08
866,928,中钢国际,7.99,3.23,0.25,0.13,1.68,1.28,4.91,1.72亿,12.91亿,103.16亿,15.05
867,603999,读者传媒,6.09,3.22,0.19,0,1.54,1.71,4.41,5346.39万,5.76亿,35.08亿,51.86
868,603289,泰瑞机器,9.62,3.22,0.3,0,0.94,0.93,3.86,2363.03万,2.63亿,25.32亿,22.73
869,300767,震安科技,20.53,3.22,0.64,-0.05,1.79,0.84,4.68,7562.92万,2.09亿,42.98亿,170.69
870,301353,普莱得,36.26,3.22,1.13,0.03,6.5,0.99,3.76,4432.05万,1900.00万,6.89亿,28.64
871,688298,东方生物,39.17,3.21,1.22,-0.05,1.07,1.74,4.14,8389.21万,2.02亿,78.97亿,113.43
872,20,深华发Ａ,11.88,3.21,0.37,0.08,1.11,1.34,3.74,2355.86万,1.81亿,21.52亿,213.52
873,600373,中文传媒,12.53,3.21,0.39,0,1.24,1.07,4.45,2.09亿,13.55亿,169.79亿,10.04
874,603096,新经典,17.99,3.21,0.56,0.11,1.56,1.41,4.02,4507.23万,1.63亿,29.23亿,16.56
875,688416,恒烁股份,61.36,3.21,1.91,0.02,4.83,1.06,6.63,8232.70万,2832.01万,17.38亿,亏损
876,300175,朗源股份,4.5,3.21,0.14,0,1.77,1.28,3.67,3730.84万,4.71亿,21.19亿,亏损
877,300350,华鹏飞,4.5,3.21,0.14,0,1.74,1.77,3.67,3621.47万,4.68亿,21.08亿,亏损
878,600830,香溢融通,6.43,3.21,0.2,0.16,1.55,1.61,3.85,4469.57万,4.54亿,29.21亿,83.55
879,2583,海能达,6.11,3.21,0.19,0,3.01,1.34,4.22,2.32亿,12.80亿,78.20亿,71.68
880,688167,炬光科技,88.48,3.21,2.75,0.02,2.51,0.85,5.04,1.43亿,6521.92万,57.71亿,151.7
881,300743,天地数码,15.77,3.21,0.49,0.13,2.68,1.48,4.25,4082.04万,9769.16万,15.41亿,40.9
882,300150,世纪瑞尔,4.51,3.2,0.14,0,1.59,1.37,3.89,3644.69万,5.15亿,23.21亿,74.81
883,301172,君逸数码,36.44,3.2,1.13,0.14,11.23,1.04,3.6,1.12亿,2766.52万,10.08亿,73.75
884,300960,通业科技,21.93,3.2,0.68,0,3.98,1,4.19,2204.14万,2560.00万,5.61亿,113.02
885,688277,天智航-U,13.55,3.2,0.42,0.22,1.09,0.96,4.19,4931.31万,3.39亿,45.97亿,亏损
886,688513,苑东生物,52.34,3.19,1.62,0.17,0.28,1.4,4.55,1243.56万,8491.50万,44.44亿,23.89
887,2210,飞马国际,1.94,3.19,0.06,0.52,0.74,1.1,4.25,3761.55万,26.61亿,51.63亿,374.02
888,688410,山外山,49.8,3.19,1.54,0.1,7.91,0.8,5.72,1.34亿,3474.24万,17.30亿,26.85
889,2598,山东章鼓,10.35,3.19,0.32,0.1,1.12,1.22,3.69,3221.52万,2.80亿,29.02亿,25.19
890,301187,欧圣电气,17.47,3.19,0.54,0.06,2.09,1.04,3.66,1731.62万,4787.42万,8.36亿,24.13
891,300129,泰胜风能,8.09,3.19,0.25,0.12,1.43,1.44,4.21,7438.09万,6.49亿,52.49亿,31.95
892,300542,新晨科技,12.62,3.19,0.39,0,3.65,1.43,4.58,1.11亿,2.44亿,30.78亿,791.26
893,300141,和顺电气,9.39,3.19,0.29,0.11,1.25,1.13,3.74,2206.16万,1.90亿,17.89亿,1046.49
894,601999,出版传媒,6.48,3.19,0.2,0.31,1.57,1.63,4.14,5541.87万,5.51亿,35.70亿,137.34
895,725,京东方Ａ,3.89,3.18,0.12,0,0.82,1.56,3.98,11.73亿,372.61亿,1449.44亿,100.86
896,2815,崇达技术,11.35,3.18,0.35,0.09,1.42,1.36,4.09,6958.76万,4.37亿,49.58亿,20.2
897,300543,朗科智能,10.06,3.18,0.31,0.3,2.06,1.31,4,4327.69万,2.11亿,21.27亿,40.26
898,300830,金现代,8.44,3.18,0.26,0.12,1.7,1.23,3.91,4399.58万,3.10亿,26.19亿,亏损
899,2823,凯中精密,10.39,3.18,0.32,0,2.23,1.23,4.47,3901.83万,1.70亿,17.68亿,248.97
900,301179,泽宇智能,25.98,3.18,0.8,0.04,2.53,1.15,4.05,3857.13万,5940.00万,15.43亿,28.07
901,300972,万辰生物,37.02,3.18,1.14,0.24,2.33,1.02,5.24,6374.54万,7481.60万,27.70亿,亏损
902,603232,格尔软件,12.02,3.18,0.37,0,2.8,0.79,4.29,7727.77万,2.33亿,28.04亿,亏损
903,300507,苏奥传感,5.85,3.17,0.18,0.34,1.51,0.78,3.7,6683.54万,7.67亿,44.88亿,39.94
904,300922,天秦装备,16.58,3.17,0.51,0.06,2.14,1.05,4.17,3142.74万,8971.85万,14.88亿,156.18
905,2298,中电兴发,5.86,3.17,0.18,0,1.33,1.23,3.52,4929.02万,6.40亿,37.48亿,亏损
906,695,滨海能源,11.72,3.17,0.36,0.17,0.79,1.65,4.67,2040.50万,2.22亿,25.99亿,亏损
907,300048,合康新能,5.21,3.17,0.16,0.19,0.61,1.18,3.76,3520.27万,11.11亿,57.88亿,亏损
908,300953,震裕科技,62.54,3.17,1.92,-0.03,1.19,1.57,5.21,3372.27万,4558.00万,28.51亿,91.83
909,300065,海兰信,10.11,3.16,0.31,-0.1,2.55,1.34,3.98,1.68亿,6.58亿,66.54亿,548.26
910,601888,中国中免,109.3,3.16,3.35,0.05,0.83,1.06,4.18,17.51亿,19.52亿,2134.06亿,29.25
911,300920,润阳科技,19.26,3.16,0.59,0.26,1.72,0.9,3.37,1630.29万,4982.44万,9.60亿,84.52
912,688008,澜起科技,51.27,3.16,1.57,0.55,0.74,1.03,4.06,4.24亿,11.38亿,583.46亿,356.39
913,300368,汇金股份,7.84,3.16,0.24,0,3.33,0.9,4.87,1.37亿,5.32亿,41.70亿,亏损
914,301279,金道科技,25.49,3.16,0.78,0,2.25,0.96,3.85,1629.82万,2875.00万,7.33亿,45.36
915,605218,伟时电子,14.38,3.16,0.44,0.35,1.94,1.44,4.3,2435.83万,8825.71万,12.69亿,41.91
916,688011,新光光电,23.22,3.15,0.71,0.04,0.84,1.75,4,1277.46万,6650.95万,15.44亿,亏损
917,2667,威领股份,12.76,3.15,0.39,0,2.35,2.31,6.71,6838.37万,2.31亿,29.47亿,亏损
918,688116,天奈科技,25.54,3.15,0.78,0.12,1.15,1.06,3.63,9983.22万,3.43亿,87.73亿,48.8
919,300011,鼎汉技术,6.55,3.15,0.2,0,0.76,1.37,3.62,2472.19万,5.01亿,32.80亿,460.59
920,2238,天威视讯,6.55,3.15,0.2,0,0.68,1.16,3.78,3527.55万,8.03亿,52.57亿,41.67
921,600478,科力远,5.57,3.15,0.17,0,0.95,1.42,4.07,8674.54万,16.64亿,92.68亿,140.32
922,603307,扬州金泉,50.16,3.15,1.53,-0.02,3.68,1.06,3.7,3058.54万,1675.00万,8.40亿,10.25
923,603011,合锻智能,6.56,3.15,0.2,0,1.1,1.53,4.4,3524.50万,4.94亿,32.43亿,35.11
924,688081,兴图新科,16.07,3.15,0.49,0,1.03,1.37,4.43,1690.35万,1.03亿,16.56亿,亏损
925,1360,南矿集团,18.37,3.14,0.56,0.05,7.82,0.96,3.82,7100.06万,4997.55万,9.18亿,30.11
926,300932,三友联众,15.42,3.14,0.47,0,1.8,1.29,4.15,2488.95万,9069.23万,13.98亿,56.91
927,300598,诚迈科技,45.27,3.14,1.38,0.04,2.15,1.03,4.06,1.54亿,1.60亿,72.47亿,亏损
928,301169,零点有数,56.42,3.14,1.72,0.11,15.14,0.94,4.48,2.39亿,2812.21万,15.87亿,亏损
929,300747,锐科激光,24.96,3.14,0.76,0,0.99,1.08,3.76,1.25亿,5.09亿,127.11亿,63.08
930,802,北京文化,6.24,3.14,0.19,0,2.36,1.46,3.8,1.05亿,7.15亿,44.65亿,亏损
931,1332,锡装股份,36.13,3.14,1.1,0.28,2.9,2.29,3.97,2800.62万,2700.00万,9.76亿,19.18
932,831278,泰德股份,2.96,3.14,0.09,0,0.93,1.64,3.14,159.85万,5878.93万,1.74亿,197.52
933,300992,泰福泵业,20.72,3.14,0.63,0.05,3.45,1.87,3.29,3087.72万,4354.77万,9.02亿,36.74
934,300493,润欣科技,8.23,3.13,0.25,0.12,1.63,1.13,4.51,6582.55万,5.01亿,41.23亿,99.53
935,603508,思维列控,16.13,3.13,0.49,0.06,0.55,1.26,3.39,3326.42万,3.81亿,61.50亿,17.7
936,300630,普利制药,21.4,3.13,0.65,0.38,7.7,1.23,6.31,5.17亿,3.22亿,68.92亿,17.3
937,300101,振芯科技,21.09,3.13,0.64,0.43,1.46,1.14,3.86,1.71亿,5.62亿,118.61亿,54.36
938,603688,石英股份,95.6,3.13,2.9,0,1.1,1.25,3.02,3.75亿,3.61亿,345.38亿,7.1
939,301222,浙江恒威,28.35,3.13,0.86,0.04,2.1,1.06,3.27,1720.38万,2918.34万,8.27亿,27.02
940,688800,瑞可达,39.24,3.13,1.19,0,1.83,1.52,4.92,6879.09万,9701.31万,38.07亿,46.62
941,603860,中公高科,26.39,3.13,0.8,0,2.06,1.53,3.87,3577.53万,6668.00万,17.60亿,248.02
942,300593,新雷能,18.49,3.12,0.56,0.05,1.23,0.99,4.63,9952.56万,4.45亿,82.30亿,26.13
943,301024,霍普股份,29.72,3.12,0.9,0.14,4.99,1.26,3.61,2604.40万,1773.75万,5.27亿,764.5
944,3000,劲仔食品,10.58,3.12,0.32,0,1.15,0.96,4.48,3503.67万,2.91亿,30.75亿,28.7
945,600763,通策医疗,88.32,3.12,2.67,-0.02,1.03,0.78,4.38,2.88亿,3.21亿,283.19亿,46.51
946,600592,龙溪股份,9.27,3.12,0.28,0.33,0.99,1.19,4,3638.55万,4.00亿,37.04亿,15.91
947,600629,华建集团,5.96,3.11,0.18,-0.17,2.77,1.24,3.63,1.54亿,9.45亿,56.30亿,15.61
948,300232,洲明科技,7.62,3.11,0.23,0.13,1.61,1.44,3.92,1.08亿,8.89亿,67.77亿,18.84
949,300080,易成新能,4.97,3.11,0.15,0.2,0.7,1.22,3.32,4189.88万,12.25亿,60.91亿,64.06
950,2161,远 望 谷,5.64,3.11,0.17,0,3.1,2.17,4.75,1.23亿,7.13亿,40.24亿,38.17
951,688068,热景生物,38.87,3.1,1.17,0.03,1.25,1.55,4,4425.96万,9226.88万,35.86亿,21.16
952,603618,杭电股份,5.98,3.1,0.18,0,0.74,1.65,3.1,3045.43万,6.91亿,41.33亿,23.85
953,300349,金卡智能,12.63,3.1,0.38,-0.16,0.82,1.13,3.59,3880.69万,3.81亿,48.15亿,13.08
954,300681,英搏尔,17.3,3.1,0.52,0.29,1.28,0.88,3.63,3767.45万,1.73亿,29.89亿,亏损
955,1278,一彬科技,21.3,3.1,0.64,0,4.24,0.78,4.45,2774.46万,3093.34万,6.59亿,33.91
956,2635,安洁科技,13.31,3.1,0.4,0.08,1.27,1.45,3.49,6774.91万,4.04亿,53.81亿,32.59
957,300421,力星股份,9.32,3.1,0.28,0.22,2.52,0.97,3.65,5367.06万,2.31亿,21.49亿,38.82
958,603108,润达医疗,15.33,3.09,0.46,-0.2,5.82,0.79,7.6,5.00亿,5.80亿,88.86亿,25.39
959,2692,ST远程,3.67,3.09,0.11,0,0.63,1.38,3.65,1635.92万,7.18亿,26.36亿,68.22
960,300075,数字政通,19.35,3.09,0.58,-0.1,3.2,1.08,3.68,3.13亿,5.10亿,98.74亿,42.89
961,301038,深水规院,17.35,3.09,0.52,0,9.41,1.94,4.69,8020.55万,4933.50万,8.56亿,442.58
962,301131,聚赛龙,40.06,3.09,1.2,0,3.21,1.41,4.2,2917.37万,2307.42万,9.24亿,48.62
963,42,中洲控股,7.01,3.09,0.21,0,0.68,0.74,4.12,3114.19万,6.64亿,46.55亿,亏损
964,301292,海科新源,22.04,3.09,0.66,-0.27,4.61,1.24,4.86,4308.37万,4288.67万,9.45亿,44.31
965,600452,涪陵电力,13.03,3.08,0.39,0,0.56,0.86,3.48,7988.09万,10.98亿,143.01亿,27.64
966,300732,设研院,9.36,3.08,0.28,-0.11,0.95,1.41,3.52,2844.03万,3.22亿,30.18亿,23.58
967,603026,胜华新材,53.16,3.08,1.59,-0.04,1.32,1.9,3.7,1.41亿,2.03亿,107.74亿,279.59
